ID	NAME	EQUATION	GENE ASSOCIATION	subsystem_unique_@2021_12
r_3536	"diphosphate transport, cytoplasm-ER membrane"	diphosphate[c] <=> diphosphate[erm]		"Transport[c, erm]"
r_3537	"phosphate transport, cytoplasm-ER membrane"	phosphate[c] <=> phosphate[erm]		"Transport[c, erm]"
r_3538	"CTP transport, cytoplasm-ER membrane"	CTP[c] <=> CTP[erm]		"Transport[c, erm]"
r_3539	"CDP transport, cytoplasm-ER membrane"	CDP[c] <=> CDP[erm]		"Transport[c, erm]"
r_3540	"CMP transport, cytoplasm-ER membrane"	CMP[c] <=> CMP[erm]		"Transport[c, erm]"
r_3541	"CDP-ethanolamine transport, cytoplasm-ER membrane"	CDP-ethanolamine[c] <=> CDP-ethanolamine[erm]		"Transport[c, erm]"
r_3542	"CDP-choline transport, cytoplasm-ER membrane"	CDP-choline[c] <=> CDP-choline[erm]		"Transport[c, erm]"
r_3543	"ATP transport, cytoplasm-ER membrane"	ATP[c] <=> ATP[erm]		"Transport[c, erm]"
r_3544	"AMP transport, cytoplasm-ER membrane"	AMP[c] <=> AMP[erm]		"Transport[c, erm]"
r_3545	"L-serine transport, cytoplasm-ER membrane"	L-serine[c] <=> L-serine[erm]	YKR039W	"Transport[c, erm]"
r_3546	"myo-inositol transport, cytoplasm-ER membrane"	myo-inositol[c] <=> myo-inositol[erm]		"Transport[c, erm]"
r_3547	"S-adenosyl-L-methionine transport, cytoplasm-ER membrane"	S-adenosyl-L-methionine[c] <=> S-adenosyl-L-methionine[erm]		"Transport[c, erm]"
r_3548	"S-adenosyl-L-homocysteine transport, cytoplasm-ER membrane"	S-adenosyl-L-homocysteine[c] <=> S-adenosyl-L-homocysteine[erm]		"Transport[c, erm]"
r_3549	"episterol transport, cytoplasm-ER membrane"	episterol[c] <=> episterol[erm]		"Transport[c, erm]"
r_3550	"fecosterol transport, cytoplasm-ER membrane"	fecosterol[c] <=> fecosterol[erm]		"Transport[c, erm]"
r_3551	"lanosterol transport, cytoplasm-ER membrane"	lanosterol[c] <=> lanosterol[erm]		"Transport[c, erm]"
r_3552	"ergosterol transport, cytoplasm-ER membrane"	ergosterol[c] <=> ergosterol[erm]		"Transport[c, erm]"
r_3553	"zymosterol transport, cytoplasm-ER membrane"	zymosterol[c] <=> zymosterol[erm]		"Transport[c, erm]"
r_3554	"diglyceride (1-16:0, 2-16:1) transport, cytoplasm-ER membrane"	"diglyceride (1-16:0, 2-16:1)[c] <=> diglyceride (1-16:0, 2-16:1)[erm]"		"Transport[c, erm]"
r_3555	"diglyceride (1-16:1, 2-16:1) transport, cytoplasm-ER membrane"	"diglyceride (1-16:1, 2-16:1)[c] <=> diglyceride (1-16:1, 2-16:1)[erm]"		"Transport[c, erm]"
r_3556	"diglyceride (1-18:0, 2-16:1) transport, cytoplasm-ER membrane"	"diglyceride (1-18:0, 2-16:1)[c] <=> diglyceride (1-18:0, 2-16:1)[erm]"		"Transport[c, erm]"
r_3557	"diglyceride (1-18:1, 2-16:1) transport, cytoplasm-ER membrane"	"diglyceride (1-18:1, 2-16:1)[c] <=> diglyceride (1-18:1, 2-16:1)[erm]"		"Transport[c, erm]"
r_3558	"diglyceride (1-16:0, 2-18:1) transport, cytoplasm-ER membrane"	"diglyceride (1-16:0, 2-18:1)[c] <=> diglyceride (1-16:0, 2-18:1)[erm]"		"Transport[c, erm]"
r_3559	"diglyceride (1-16:1, 2-18:1) transport, cytoplasm-ER membrane"	"diglyceride (1-16:1, 2-18:1)[c] <=> diglyceride (1-16:1, 2-18:1)[erm]"		"Transport[c, erm]"
r_3560	"diglyceride (1-18:0, 2-18:1) transport, cytoplasm-ER membrane"	"diglyceride (1-18:0, 2-18:1)[c] <=> diglyceride (1-18:0, 2-18:1)[erm]"		"Transport[c, erm]"
r_3561	"diglyceride (1-18:1, 2-18:1) transport, cytoplasm-ER membrane"	"diglyceride (1-18:1, 2-18:1)[c] <=> diglyceride (1-18:1, 2-18:1)[erm]"		"Transport[c, erm]"
r_3562	"1-phosphatidyl-1D-myo-inositol (1-16:0, 2-16:1) transport, cytoplasm-ER membrane"	"1-phosphatidyl-1D-myo-inositol (1-16:0, 2-16:1)[c] <=> 1-phosphatidyl-1D-myo-inositol (1-16:0, 2-16:1)[erm]"		"Transport[c, erm]"
r_3563	"1-phosphatidyl-1D-myo-inositol (1-16:1, 2-16:1) transport, cytoplasm-ER membrane"	"1-phosphatidyl-1D-myo-inositol (1-16:1, 2-16:1)[c] <=> 1-phosphatidyl-1D-myo-inositol (1-16:1, 2-16:1)[erm]"		"Transport[c, erm]"
r_3564	"1-phosphatidyl-1D-myo-inositol (1-18:0, 2-16:1) transport, cytoplasm-ER membrane"	"1-phosphatidyl-1D-myo-inositol (1-18:0, 2-16:1)[c] <=> 1-phosphatidyl-1D-myo-inositol (1-18:0, 2-16:1)[erm]"		"Transport[c, erm]"
r_3565	"1-phosphatidyl-1D-myo-inositol (1-18:1, 2-16:1) transport, cytoplasm-ER membrane"	"1-phosphatidyl-1D-myo-inositol (1-18:1, 2-16:1)[c] <=> 1-phosphatidyl-1D-myo-inositol (1-18:1, 2-16:1)[erm]"		"Transport[c, erm]"
r_3566	"1-phosphatidyl-1D-myo-inositol (1-16:0, 2-18:1) transport, cytoplasm-ER membrane"	"1-phosphatidyl-1D-myo-inositol (1-16:0, 2-18:1)[c] <=> 1-phosphatidyl-1D-myo-inositol (1-16:0, 2-18:1)[erm]"		"Transport[c, erm]"
r_3567	"1-phosphatidyl-1D-myo-inositol (1-16:1, 2-18:1) transport, cytoplasm-ER membrane"	"1-phosphatidyl-1D-myo-inositol (1-16:1, 2-18:1)[c] <=> 1-phosphatidyl-1D-myo-inositol (1-16:1, 2-18:1)[erm]"		"Transport[c, erm]"
r_3568	"1-phosphatidyl-1D-myo-inositol (1-18:0, 2-18:1) transport, cytoplasm-ER membrane"	"1-phosphatidyl-1D-myo-inositol (1-18:0, 2-18:1)[c] <=> 1-phosphatidyl-1D-myo-inositol (1-18:0, 2-18:1)[erm]"		"Transport[c, erm]"
r_3569	"1-phosphatidyl-1D-myo-inositol (1-18:1, 2-18:1) transport, cytoplasm-ER membrane"	"1-phosphatidyl-1D-myo-inositol (1-18:1, 2-18:1)[c] <=> 1-phosphatidyl-1D-myo-inositol (1-18:1, 2-18:1)[erm]"		"Transport[c, erm]"
r_3570	"sn-glycero-3-phosphocholine transport, ER membrane-cytoplasm"	sn-glycero-3-phosphocholine[erm] <=> sn-glycero-3-phosphocholine[c]		"Transport[erm, c]"
r_3571	"hexadecanoate (n-C16:0) transport, cytoplasm-lipid particle"	palmitate[c] <=> palmitate[lp]		"Transport[c, lp]"
r_3572	"hexadecenoate (n-C16:1) transport, cytoplasm-lipid particle"	palmitoleate[c] <=> palmitoleate[lp]		"Transport[c, lp]"
r_3573	"octadecanoate (n-C18:0) transport, cytoplasm-lipid particle"	stearate[c] <=> stearate[lp]		"Transport[c, lp]"
r_3574	"octadecenoate (n-C18:1) transport, cytoplasm-lipid particle"	oleate[c] <=> oleate[lp]		"Transport[c, lp]"
r_3575	"lauroyl-CoA transport, cytoplasm-lipid particle"	lauroyl-CoA[c] <=> lauroyl-CoA[lp]		"Transport[c, lp]"
r_3576	"myristoyl-CoA transport, cytoplasm-lipid particle"	myristoyl-CoA[c] <=> myristoyl-CoA[lp]		"Transport[c, lp]"
r_3577	"palmitoyl-CoA transport, cytoplasm-lipid particle"	palmitoyl-CoA[c] <=> palmitoyl-CoA[lp]		"Transport[c, lp]"
r_3578	"palmitoleoyl-CoA transport, cytoplasm-lipid particle"	palmitoleoyl-CoA(4-)[c] <=> palmitoleoyl-CoA(4-)[lp]		"Transport[c, lp]"
r_3579	"stearoyl-CoA transport, cytoplasm-lipid particle"	stearoyl-CoA[c] <=> stearoyl-CoA[lp]		"Transport[c, lp]"
r_3580	"oleoyl-CoA transport, cytoplasm-lipid particle"	oleoyl-CoA[c] <=> oleoyl-CoA[lp]		"Transport[c, lp]"
r_3581	"glycerol 3-phosphate transport, cytoplasm-lipid particle"	glycerol 3-phosphate[c] <=> glycerol 3-phosphate[lp]		"Transport[c, lp]"
r_3582	"dihydroxyacetone phosphate transport, cytoplasm-lipid particle"	dihydroxyacetone phosphate[c] <=> dihydroxyacetone phosphate[lp]		"Transport[c, lp]"
r_3583	"NADPH transport, cytoplasm-lipid particle"	NADPH[c] <=> NADPH[lp]		"Transport[c, lp]"
r_3584	"NADP(+) transport, cytoplasm-lipid particle"	NADP(+)[c] <=> NADP(+)[lp]		"Transport[c, lp]"
r_3585	"ATP transport, cytoplasm-lipid particle"	ATP[c] <=> ATP[lp]		"Transport[c, lp]"
r_3586	"AMP transport, cytoplasm-lipid particle"	AMP[c] <=> AMP[lp]		"Transport[c, lp]"
r_3587	"diphosphate transport, cytoplasm-lipid particle"	diphosphate[c] <=> diphosphate[lp]		"Transport[c, lp]"
r_3588	"diglyceride (1-16:0, 2-16:1) transport, cytoplasm-lipid particle"	"diglyceride (1-16:0, 2-16:1)[c] <=> diglyceride (1-16:0, 2-16:1)[lp]"		"Transport[c, lp]"
r_3589	"diglyceride (1-16:1, 2-16:1) transport, cytoplasm-lipid particle"	"diglyceride (1-16:1, 2-16:1)[c] <=> diglyceride (1-16:1, 2-16:1)[lp]"		"Transport[c, lp]"
r_3590	"diglyceride (1-18:0, 2-16:1) transport, cytoplasm-lipid particle"	"diglyceride (1-18:0, 2-16:1)[c] <=> diglyceride (1-18:0, 2-16:1)[lp]"		"Transport[c, lp]"
r_3591	"diglyceride (1-18:1, 2-16:1) transport, cytoplasm-lipid particle"	"diglyceride (1-18:1, 2-16:1)[c] <=> diglyceride (1-18:1, 2-16:1)[lp]"		"Transport[c, lp]"
r_3592	"diglyceride (1-16:0, 2-18:1) transport, cytoplasm-lipid particle"	"diglyceride (1-16:0, 2-18:1)[c] <=> diglyceride (1-16:0, 2-18:1)[lp]"		"Transport[c, lp]"
r_3593	"diglyceride (1-16:1, 2-18:1) transport, cytoplasm-lipid particle"	"diglyceride (1-16:1, 2-18:1)[c] <=> diglyceride (1-16:1, 2-18:1)[lp]"		"Transport[c, lp]"
r_3594	"diglyceride (1-18:0, 2-18:1) transport, cytoplasm-lipid particle"	"diglyceride (1-18:0, 2-18:1)[c] <=> diglyceride (1-18:0, 2-18:1)[lp]"		"Transport[c, lp]"
r_3595	"diglyceride (1-18:1, 2-18:1) transport, cytoplasm-lipid particle"	"diglyceride (1-18:1, 2-18:1)[c] <=> diglyceride (1-18:1, 2-18:1)[lp]"		"Transport[c, lp]"
r_3596	"H2O transport, cytoplasm-lipid particle"	H2O[c] <=> H2O[lp]		"Transport[c, lp]"
r_3597	"glycerol transport, lipid particle-cytoplasm"	glycerol[lp] <=> glycerol[c]		"Transport[lp, c]"
r_3598	"docosanoyl-CoA transport, lipid particle-cytoplasm"	docosanoyl-CoA[lp] <=> docosanoyl-CoA[c]		"Transport[lp, c]"
r_3599	"tetracosanoyl-CoA transport, lipid particle-cytoplasm"	tetracosanoyl-CoA[lp] <=> tetracosanoyl-CoA[c]		"Transport[lp, c]"
r_3600	"hexacosanoyl-CoA transport, lipid particle-cytoplasm"	hexacosanoyl-CoA[lp] <=> hexacosanoyl-CoA[c]		"Transport[lp, c]"
r_3601	"ATP transport, cytoplasm-cell envelope"	ATP[c] <=> ATP[ce]		"Transport[c, ce]"
r_3602	"ADP transport, cytoplasm-cell envelope"	ADP[c] <=> ADP[ce]		"Transport[c, ce]"
r_3603	"H+ transport, cytoplasm-cell envelope"	H+[c] <=> H+[ce]		"Transport[c, ce]"
r_3604	"H2O transport, cytoplasm-cell envelope"	H2O[c] <=> H2O[ce]	YLL052C or YLL053C or YPR192W	"Transport[c, ce]"
r_3605	"phosphate transport, cytoplasm-cell envelope"	phosphate[c] <=> phosphate[ce]	YCR037C or YJL198W or YML123C	"Transport[c, ce]"
r_3606	"sn-glycero-3-phosphocholine transport, cell envelope-cytoplasm"	sn-glycero-3-phosphocholine[ce] <=> sn-glycero-3-phosphocholine[c]	YCR098C	"Transport[ce, c]"
r_3607	"1-(sn-glycero-3-phospho)-1D-myo-inositol transport, cell envelope-cytoplasm"	1-(sn-glycero-3-phospho)-1D-myo-inositol[ce] <=> 1-(sn-glycero-3-phospho)-1D-myo-inositol[c]	YCR098C	"Transport[ce, c]"
r_3608	"palmitate transport, cell envelope-cytoplasm"	palmitate[ce] <=> palmitate[c]		"Transport[ce, c]"
r_3609	"palmitoleate transport, cell envelope-cytoplasm"	palmitoleate[ce] <=> palmitoleate[c]		"Transport[ce, c]"
r_3610	"stearate transport, cell envelope-cytoplasm"	stearate[ce] <=> stearate[c]		"Transport[ce, c]"
r_3611	"oleate transport, cell envelope-cytoplasm"	oleate[ce] <=> oleate[c]		"Transport[ce, c]"
r_3612	"icosanoyl-CoA transport, cell envelope-cytoplasm"	icosanoyl-CoA[ce] <=> icosanoyl-CoA[c]		"Transport[ce, c]"
r_3613	"docosanoyl-CoA transport, cell envelope-cytoplasm"	docosanoyl-CoA[ce] <=> docosanoyl-CoA[c]		"Transport[ce, c]"
r_3614	"tetracosanoyl-CoA transport, cell envelope-cytoplasm"	tetracosanoyl-CoA[ce] <=> tetracosanoyl-CoA[c]		"Transport[ce, c]"
r_3615	"hexacosanoyl-CoA transport, cell envelope-cytoplasm"	hexacosanoyl-CoA[ce] <=> hexacosanoyl-CoA[c]		"Transport[ce, c]"
r_3616	"1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:0, 2-16:1) transport, cell envelope-cytoplasm"	"1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:0, 2-16:1)[ce] <=> 1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:0, 2-16:1)[c]"		"Transport[ce, c]"
r_3617	"1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:1, 2-16:1) transport, cell envelope-cytoplasm"	"1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:1, 2-16:1)[ce] <=> 1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:1, 2-16:1)[c]"		"Transport[ce, c]"
r_3618	"1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:0, 2-16:1) transport, cell envelope-cytoplasm"	"1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:0, 2-16:1)[ce] <=> 1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:0, 2-16:1)[c]"		"Transport[ce, c]"
r_3619	"1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:1, 2-16:1) transport, cell envelope-cytoplasm"	"1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:1, 2-16:1)[ce] <=> 1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:1, 2-16:1)[c]"		"Transport[ce, c]"
r_3620	"1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:0, 2-18:1) transport, cell envelope-cytoplasm"	"1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:0, 2-18:1)[ce] <=> 1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:0, 2-18:1)[c]"		"Transport[ce, c]"
r_3621	"1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:1, 2-18:1) transport, cell envelope-cytoplasm"	"1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:1, 2-18:1)[ce] <=> 1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:1, 2-18:1)[c]"		"Transport[ce, c]"
r_3622	"1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:0, 2-18:1) transport, cell envelope-cytoplasm"	"1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:0, 2-18:1)[ce] <=> 1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:0, 2-18:1)[c]"		"Transport[ce, c]"
r_3623	"1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:1, 2-18:1) transport, cell envelope-cytoplasm"	"1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:1, 2-18:1)[ce] <=> 1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:1, 2-18:1)[c]"		"Transport[ce, c]"
r_3624	"1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:0, 2-16:1) transport, cell envelope-cytoplasm"	"1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:0, 2-16:1)[ce] <=> 1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:0, 2-16:1)[c]"		"Transport[ce, c]"
r_3625	"1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:1, 2-16:1) transport, cell envelope-cytoplasm"	"1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:1, 2-16:1)[ce] <=> 1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:1, 2-16:1)[c]"		"Transport[ce, c]"
r_3626	"1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:0, 2-16:1) transport, cell envelope-cytoplasm"	"1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:0, 2-16:1)[ce] <=> 1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:0, 2-16:1)[c]"		"Transport[ce, c]"
r_3627	"1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:1, 2-16:1) transport, cell envelope-cytoplasm"	"1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:1, 2-16:1)[ce] <=> 1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:1, 2-16:1)[c]"		"Transport[ce, c]"
r_3628	"1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:0, 2-18:1) transport, cell envelope-cytoplasm"	"1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:0, 2-18:1)[ce] <=> 1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:0, 2-18:1)[c]"		"Transport[ce, c]"
r_3629	"1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:1, 2-18:1) transport, cell envelope-cytoplasm"	"1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:1, 2-18:1)[ce] <=> 1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:1, 2-18:1)[c]"		"Transport[ce, c]"
r_3630	"1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:0, 2-18:1) transport, cell envelope-cytoplasm"	"1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:0, 2-18:1)[ce] <=> 1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:0, 2-18:1)[c]"		"Transport[ce, c]"
r_3631	"1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:1, 2-18:1) transport, cell envelope-cytoplasm"	"1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:1, 2-18:1)[ce] <=> 1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:1, 2-18:1)[c]"		"Transport[ce, c]"
r_3632	"1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:0, 2-16:1) transport, nucleus-cytoplasm"	"1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:0, 2-16:1)[n] <=> 1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:0, 2-16:1)[c]"		"Transport[n, c]"
r_3633	"1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:1, 2-16:1) transport, nucleus-cytoplasm"	"1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:1, 2-16:1)[n] <=> 1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:1, 2-16:1)[c]"		"Transport[n, c]"
r_3634	"1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:0, 2-16:1) transport, nucleus-cytoplasm"	"1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:0, 2-16:1)[n] <=> 1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:0, 2-16:1)[c]"		"Transport[n, c]"
r_3635	"1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:1, 2-16:1) transport, nucleus-cytoplasm"	"1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:1, 2-16:1)[n] <=> 1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:1, 2-16:1)[c]"		"Transport[n, c]"
r_3636	"1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:0, 2-18:1) transport, nucleus-cytoplasm"	"1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:0, 2-18:1)[n] <=> 1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:0, 2-18:1)[c]"		"Transport[n, c]"
r_3637	"1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:1, 2-18:1) transport, nucleus-cytoplasm"	"1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:1, 2-18:1)[n] <=> 1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:1, 2-18:1)[c]"		"Transport[n, c]"
r_3638	"1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:0, 2-18:1) transport, nucleus-cytoplasm"	"1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:0, 2-18:1)[n] <=> 1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:0, 2-18:1)[c]"		"Transport[n, c]"
r_3639	"1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:1, 2-18:1) transport, nucleus-cytoplasm"	"1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:1, 2-18:1)[n] <=> 1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:1, 2-18:1)[c]"		"Transport[n, c]"
r_3640	"diglyceride (1-16:0, 2-16:1) transport, nucleus-cytoplasm"	"diglyceride (1-16:0, 2-16:1)[n] <=> diglyceride (1-16:0, 2-16:1)[c]"		"Transport[n, c]"
r_3641	"diglyceride (1-16:1, 2-16:1) transport, nucleus-cytoplasm"	"diglyceride (1-16:1, 2-16:1)[n] <=> diglyceride (1-16:1, 2-16:1)[c]"		"Transport[n, c]"
r_3642	"diglyceride (1-18:0, 2-16:1) transport, nucleus-cytoplasm"	"diglyceride (1-18:0, 2-16:1)[n] <=> diglyceride (1-18:0, 2-16:1)[c]"		"Transport[n, c]"
r_3643	"diglyceride (1-18:1, 2-16:1) transport, nucleus-cytoplasm"	"diglyceride (1-18:1, 2-16:1)[n] <=> diglyceride (1-18:1, 2-16:1)[c]"		"Transport[n, c]"
r_3644	"diglyceride (1-16:0, 2-18:1) transport, nucleus-cytoplasm"	"diglyceride (1-16:0, 2-18:1)[n] <=> diglyceride (1-16:0, 2-18:1)[c]"		"Transport[n, c]"
r_3645	"diglyceride (1-16:1, 2-18:1) transport, nucleus-cytoplasm"	"diglyceride (1-16:1, 2-18:1)[n] <=> diglyceride (1-16:1, 2-18:1)[c]"		"Transport[n, c]"
r_3646	"diglyceride (1-18:0, 2-18:1) transport, nucleus-cytoplasm"	"diglyceride (1-18:0, 2-18:1)[n] <=> diglyceride (1-18:0, 2-18:1)[c]"		"Transport[n, c]"
r_3647	"diglyceride (1-18:1, 2-18:1) transport, nucleus-cytoplasm"	"diglyceride (1-18:1, 2-18:1)[n] <=> diglyceride (1-18:1, 2-18:1)[c]"		"Transport[n, c]"
r_3648	"H2O transport, cytoplasm-vacuolar membrane"	H2O[c] <=> H2O[vm]		"Transport[c, vm]"
r_3649	"phosphate transport, cytoplasm-vacuolar membrane"	phosphate[c] <=> phosphate[vm]	YNR013C	"Transport[c, vm]"
r_3650	"H+ transport, cytoplasm-vacuolar membrane"	H+[c] <=> H+[vm]		"Transport[c, vm]"
r_3651	"ATP transport, cytoplasm-vacuolar membrane"	ATP[c] <=> ATP[vm]		"Transport[c, vm]"
r_3652	"ADP transport, cytoplasm-vacuolar membrane"	ADP[c] <=> ADP[vm]		"Transport[c, vm]"
r_3653	"carbon dioxide transport, cytoplasm-vacuolar membrane"	carbon dioxide[c] <=> carbon dioxide[vm]		"Transport[c, vm]"
r_3654	"1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-16:0, 2-16:1) transport, vacuolar membrane-cytoplasm"	"1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-16:0, 2-16:1)[vm] <=> 1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-16:0, 2-16:1)[c]"		"Transport[vm, c]"
r_3655	"1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-16:1, 2-16:1) transport, vacuolar membrane-cytoplasm"	"1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-16:1, 2-16:1)[vm] <=> 1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-16:1, 2-16:1)[c]"		"Transport[vm, c]"
r_3656	"1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-18:0, 2-16:1) transport, vacuolar membrane-cytoplasm"	"1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-18:0, 2-16:1)[vm] <=> 1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-18:0, 2-16:1)[c]"		"Transport[vm, c]"
r_3657	"1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-18:1, 2-16:1) transport, vacuolar membrane-cytoplasm"	"1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-18:1, 2-16:1)[vm] <=> 1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-18:1, 2-16:1)[c]"		"Transport[vm, c]"
r_3658	"1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-16:0, 2-18:1) transport, vacuolar membrane-cytoplasm"	"1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-16:0, 2-18:1)[vm] <=> 1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-16:0, 2-18:1)[c]"		"Transport[vm, c]"
r_3659	"1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-16:1, 2-18:1) transport, vacuolar membrane-cytoplasm"	"1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-16:1, 2-18:1)[vm] <=> 1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-16:1, 2-18:1)[c]"		"Transport[vm, c]"
r_3660	"1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-18:0, 2-18:1) transport, vacuolar membrane-cytoplasm"	"1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-18:0, 2-18:1)[vm] <=> 1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-18:0, 2-18:1)[c]"		"Transport[vm, c]"
r_3661	"1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-18:1, 2-18:1) transport, vacuolar membrane-cytoplasm"	"1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-18:1, 2-18:1)[vm] <=> 1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-18:1, 2-18:1)[c]"		"Transport[vm, c]"
r_3662	"H2O transport, cytoplasm-Golgi membrane"	H2O[c] <=> H2O[gm]		"Transport[c, gm]"
r_3663	"phosphate transport, cytoplasm-Golgi membrane"	phosphate[c] <=> phosphate[gm]		"Transport[c, gm]"
r_3664	"H+ transport, cytoplasm-Golgi membrane"	H+[c] <=> H+[gm]		"Transport[c, gm]"
r_3665	"carbon dioxide transport, cytoplasm-Golgi membrane"	carbon dioxide[c] <=> carbon dioxide[gm]		"Transport[c, gm]"
r_3666	"ATP transport, cytoplasm-Golgi membrane"	ATP[c] <=> ATP[gm]		"Transport[c, gm]"
r_3667	"ADP transport, cytoplasm-Golgi membrane"	ADP[c] <=> ADP[gm]		"Transport[c, gm]"
